purchase_date,flight_date,day_of_week,origin,destination,airline,days_to_flight,departure_time,class,stops,ticket_price
2024-05-28,2024-06-13,Thursday,AYT,ANK,AnadoluJet,16,22:30,Economy,0,968
2024-04-29,2024-06-26,Wednesday,IZM,ESB,AnadoluJet,58,10:30,Economy,0,759
2024-02-09,2024-03-20,Wednesday,ADB,ESB,AnadoluJet,40,20:00,Economy,0,831
2023-12-25,2024-02-22,Thursday,IZM,ESB,Turkish Airlines,59,13:00,Economy,0,745
2024-03-23,2024-04-30,Tuesday,ESB,IST,AnadoluJet,38,05:30,Economy,0,849
2024-04-11,2024-04-17,Wednesday,ADB,AYT,Turkish Airlines,6,01:15,Business,1,2029
2024-02-03,2024-02-08,Thursday,ANK,IST,SunExpress,5,13:15,Economy,0,1027
2024-10-06,2024-12-02,Monday,AYT,IST,Turkish Airlines,57,00:30,Economy,1,675
2024-11-03,2024-12-19,Thursday,AYT,IST,SunExpress,46,21:30,Economy,1,686
2023-11-11,2024-01-09,Tuesday,ANK,AYT,AnadoluJet,59,01:15,Economy,0,776
2024-06-07,2024-07-30,Tuesday,ESB,ADB,AnadoluJet,53,23:00,Economy,1,698
2024-05-30,2024-07-04,Thursday,ANK,IZM,Turkish Airlines,35,03:15,Economy,0,924
2024-09-06,2024-09-14,Saturday,ADB,ANK,AnadoluJet,8,08:45,Economy,0,1039
2024-09-01,2024-09-01,Sunday,ADB,AYT,AnadoluJet,0,19:15,Economy,0,1121
2024-01-07,2024-02-27,Tuesday,ANK,IST,Turkish Airlines,51,15:15,Economy,0,900
2024-01-30,2024-03-23,Saturday,AYT,IST,SunExpress,53,15:00,Economy,1,704
2024-08-06,2024-09-30,Monday,IST,IZM,SunExpress,55,15:45,Economy,1,580
2024-07-15,2024-07-25,Thursday,ADB,IST,Turkish Airlines,10,02:00,Economy,0,1081
2023-12-06,2024-01-08,Monday,IZM,ANK,SunExpress,33,09:45,Economy,0,1010
2024-11-25,2024-11-28,Thursday,ANK,ADB,AnadoluJet,3,15:00,Economy,0,1039
2024-10-05,2024-11-30,Saturday,ANK,IST,Turkish Airlines,56,13:45,Economy,0,720
2024-01-27,2024-02-08,Thursday,ESB,ADB,AnadoluJet,12,06:30,Economy,0,1027
2024-05-27,2024-07-21,Sunday,AYT,ESB,Turkish Airlines,55,05:45,Economy,0,809
2024-09-17,2024-10-17,Thursday,IZM,ANK,Pegasus,30,02:30,Business,0,2209
2024-03-04,2024-03-07,Thursday,ANK,AYT,Turkish Airlines,3,13:30,Economy,0,1171
2024-01-29,2024-03-03,Sunday,AYT,ANK,Turkish Airlines,34,19:45,Economy,0,872
2024-05-05,2024-07-04,Thursday,AYT,ADB,Pegasus,60,08:45,Economy,1,681
2024-10-13,2024-12-10,Tuesday,ADB,ANK,Pegasus,58,13:00,Business,0,2081
2024-03-21,2024-04-15,Monday,ESB,AYT,Pegasus,25,21:00,Economy,1,920
2024-04-24,2024-05-03,Friday,AYT,ADB,AnadoluJet,9,00:00,Economy,0,1036
2024-07-29,2024-08-18,Sunday,ESB,ANK,AnadoluJet,20,02:30,Economy,0,1019
2024-07-10,2024-07-10,Wednesday,IZM,ADB,SunExpress,0,07:45,Business,0,2348
2024-10-07,2024-11-18,Monday,ANK,ESB,Turkish Airlines,42,14:00,Business,0,2020
2024-01-21,2024-02-02,Friday,IZM,ANK,Turkish Airlines,12,04:45,Economy,0,1081
2024-06-30,2024-08-21,Wednesday,IST,ANK,Pegasus,52,17:00,Economy,0,762
2024-11-06,2024-11-28,Thursday,ADB,IZM,Pegasus,22,09:30,Economy,1,779
2024-03-18,2024-05-04,Saturday,IST,ANK,Turkish Airlines,47,22:45,Business,1,1837
2024-04-30,2024-06-04,Tuesday,ESB,IZM,SunExpress,35,16:00,Economy,0,1013
2024-06-06,2024-06-13,Thursday,IZM,IST,AnadoluJet,7,11:30,Economy,0,1065
2024-03-10,2024-04-17,Wednesday,IST,IZM,AnadoluJet,38,01:15,Economy,0,936
2024-07-19,2024-07-29,Monday,IZM,IST,Pegasus,10,12:00,Economy,0,1004
2024-03-02,2024-03-26,Tuesday,IST,AYT,SunExpress,24,06:30,Economy,0,916
2024-10-11,2024-11-14,Thursday,AYT,ADB,AnadoluJet,34,06:45,Economy,0,897
2024-06-20,2024-07-17,Wednesday,ESB,IST,AnadoluJet,27,17:45,Economy,1,900
2024-03-22,2024-04-13,Saturday,IZM,AYT,Turkish Airlines,22,22:15,Business,0,2254
2024-08-06,2024-09-09,Monday,AYT,IZM,Pegasus,34,06:45,Economy,0,964
2024-02-09,2024-02-19,Monday,ANK,ADB,Pegasus,10,14:45,Economy,0,1045
2024-09-09,2024-10-13,Sunday,ADB,ANK,Turkish Airlines,34,21:15,Economy,0,899
2024-03-13,2024-04-29,Monday,IST,AYT,AnadoluJet,47,12:15,Economy,0,766
2024-07-22,2024-09-06,Friday,IZM,ANK,Pegasus,46,00:00,Economy,0,818
2024-04-02,2024-05-20,Monday,ADB,AYT,Pegasus,48,17:15,Economy,0,949
2024-11-07,2024-11-07,Thursday,ADB,ESB,AnadoluJet,0,00:15,Economy,0,1196
2024-08-15,2024-09-19,Thursday,ANK,ESB,Pegasus,35,05:15,Economy,0,827
2024-10-29,2024-11-25,Monday,IST,IZM,AnadoluJet,27,10:30,Economy,0,894
2024-10-03,2024-11-04,Monday,AYT,ANK,AnadoluJet,32,04:30,Economy,0,945
2024-07-20,2024-07-20,Saturday,AYT,ADB,AnadoluJet,0,19:45,Economy,0,1184
2024-06-23,2024-07-17,Wednesday,IZM,AYT,Turkish Airlines,24,02:15,Economy,1,817
2024-07-18,2024-08-24,Saturday,ADB,ESB,Pegasus,37,03:00,Business,0,2108
2024-04-04,2024-05-11,Saturday,ESB,ANK,AnadoluJet,37,03:15,Economy,0,939
2024-07-09,2024-08-23,Friday,IZM,ANK,SunExpress,45,00:15,Economy,1,809
2024-10-15,2024-11-09,Saturday,AYT,IST,SunExpress,25,13:45,Business,0,2163
2024-11-17,2024-12-05,Thursday,ANK,ADB,Pegasus,18,02:30,Economy,0,1106
2024-05-01,2024-05-22,Wednesday,IST,ANK,Turkish Airlines,21,03:45,Economy,0,1091
2024-03-16,2024-04-03,Wednesday,ADB,ESB,AnadoluJet,18,20:00,Economy,0,951
2024-08-15,2024-10-06,Sunday,AYT,ANK,Pegasus,52,19:15,Economy,1,607
2024-10-18,2024-11-01,Friday,ANK,AYT,AnadoluJet,14,14:00,Economy,0,1090
2024-03-12,2024-03-30,Saturday,IZM,AYT,Pegasus,18,17:00,Economy,0,1015
2024-06-22,2024-08-11,Sunday,ESB,IZM,SunExpress,50,09:15,Economy,1,706
2023-12-05,2024-01-14,Sunday,ESB,ADB,AnadoluJet,40,16:15,Economy,0,882
2024-09-30,2024-10-12,Saturday,IZM,ESB,Turkish Airlines,12,20:00,Economy,0,944
2023-12-17,2024-01-20,Saturday,ANK,IST,Pegasus,34,00:15,Economy,1,767
2024-02-19,2024-03-12,Tuesday,ESB,ADB,SunExpress,22,13:30,Economy,1,753
2024-04-25,2024-06-09,Sunday,IST,ANK,Pegasus,45,05:45,Economy,0,874
2024-01-30,2024-02-27,Tuesday,ANK,AYT,SunExpress,28,05:30,Economy,0,961
2024-06-22,2024-08-21,Wednesday,ANK,IZM,AnadoluJet,60,13:45,Economy,0,885
2024-01-18,2024-03-15,Friday,ANK,AYT,AnadoluJet,57,16:30,Economy,0,869
2024-05-29,2024-06-10,Monday,AYT,ANK,AnadoluJet,12,04:45,Business,0,2147
2024-02-09,2024-04-06,Saturday,IST,ANK,SunExpress,57,00:15,Economy,0,772
2024-02-21,2024-03-27,Wednesday,ESB,IZM,Pegasus,35,13:15,Economy,1,779
2024-01-06,2024-01-19,Friday,IST,ADB,Turkish Airlines,13,23:45,Economy,0,1113
2024-01-13,2024-02-21,Wednesday,ANK,IZM,Pegasus,39,14:15,Economy,1,714
2023-11-17,2024-01-05,Friday,IZM,ANK,AnadoluJet,49,02:00,Economy,1,755
2023-12-29,2024-02-24,Saturday,ADB,IZM,AnadoluJet,57,07:45,Economy,0,800
2024-08-26,2024-09-15,Sunday,IZM,AYT,AnadoluJet,20,09:00,Economy,0,1042
2024-07-30,2024-09-11,Wednesday,IZM,ADB,Turkish Airlines,43,19:00,Economy,0,942
2024-08-08,2024-08-21,Wednesday,IST,ADB,Pegasus,13,23:00,Economy,1,809
2024-09-24,2024-11-22,Friday,IST,ADB,Turkish Airlines,59,09:00,Economy,0,881
2024-12-08,2024-12-31,Tuesday,ADB,IST,Turkish Airlines,23,12:45,Economy,0,925
2024-07-19,2024-08-16,Friday,ANK,IST,AnadoluJet,28,23:30,Economy,1,764
2024-06-10,2024-06-22,Saturday,ADB,IST,Turkish Airlines,12,18:45,Economy,0,1042
2024-01-25,2024-03-23,Saturday,ANK,ADB,Turkish Airlines,58,08:45,Economy,0,773
2024-10-10,2024-11-05,Tuesday,ADB,AYT,AnadoluJet,26,12:30,Economy,0,987
2024-11-09,2024-11-30,Saturday,ADB,IZM,AnadoluJet,21,02:30,Economy,0,990
2024-11-25,2024-12-04,Wednesday,AYT,IST,Turkish Airlines,9,19:45,Economy,0,1125
2023-11-22,2024-01-01,Monday,ESB,IZM,SunExpress,40,07:15,Economy,0,819
2024-10-19,2024-12-08,Sunday,AYT,ESB,Pegasus,50,10:30,Economy,0,799
2024-07-09,2024-08-04,Sunday,AYT,ANK,AnadoluJet,26,20:30,Economy,1,778
2024-07-12,2024-08-07,Wednesday,ESB,IST,Turkish Airlines,26,18:45,Economy,0,917
2024-10-08,2024-10-15,Tuesday,ESB,ADB,Pegasus,7,08:45,Economy,0,1019
2024-08-07,2024-09-19,Thursday,ANK,ESB,Pegasus,43,03:30,Economy,0,871
2024-02-05,2024-03-29,Friday,AYT,IZM,AnadoluJet,53,12:30,Economy,0,854
2024-06-28,2024-08-09,Friday,ANK,ADB,AnadoluJet,42,23:45,Economy,0,862
2024-03-22,2024-05-08,Wednesday,IST,ANK,SunExpress,47,11:30,Business,1,1841
2024-05-13,2024-06-12,Wednesday,ANK,AYT,Turkish Airlines,30,04:15,Economy,0,898
2024-04-03,2024-05-01,Wednesday,ANK,ESB,Pegasus,28,22:30,Economy,0,1051
2024-08-02,2024-09-27,Friday,AYT,IST,Pegasus,56,18:45,Economy,0,894
2024-05-14,2024-06-09,Sunday,IZM,AYT,Turkish Airlines,26,11:15,Economy,1,882
2024-12-07,2024-12-31,Tuesday,IZM,ESB,Pegasus,24,17:00,Economy,0,1071
2024-07-30,2024-08-10,Saturday,ESB,AYT,Pegasus,11,01:15,Economy,1,820
2024-01-19,2024-01-31,Wednesday,ESB,ANK,SunExpress,12,05:45,Economy,1,857
2024-09-19,2024-11-13,Wednesday,ANK,IZM,AnadoluJet,55,12:30,Economy,0,920
2024-01-27,2024-02-24,Saturday,AYT,ESB,SunExpress,28,20:15,Business,1,1999
2024-04-13,2024-04-27,Saturday,IST,ESB,Pegasus,14,16:45,Economy,0,940
2024-01-27,2024-02-26,Monday,AYT,ANK,Turkish Airlines,30,08:45,Economy,1,873
2024-11-15,2024-12-21,Saturday,ESB,ANK,Turkish Airlines,36,13:00,Economy,0,867
2023-12-29,2024-02-16,Friday,ADB,IZM,Pegasus,49,21:00,Economy,0,775
2024-08-02,2024-09-11,Wednesday,ADB,ESB,Pegasus,40,05:45,Economy,0,829
2024-08-03,2024-08-14,Wednesday,ESB,ADB,SunExpress,11,10:45,Economy,0,1119
2024-07-07,2024-08-29,Thursday,AYT,ANK,Turkish Airlines,53,13:30,Business,1,1965
2023-12-03,2024-01-10,Wednesday,ESB,IZM,SunExpress,38,02:00,Economy,0,838
2024-11-12,2024-11-21,Thursday,IST,ESB,Turkish Airlines,9,21:45,Business,0,2226
2023-12-17,2024-01-22,Monday,ADB,IST,Turkish Airlines,36,09:15,Economy,1,711
2024-10-20,2024-12-14,Saturday,AYT,ADB,Turkish Airlines,55,19:00,Economy,0,807
2024-12-09,2024-12-14,Saturday,ADB,ESB,Pegasus,5,09:00,Economy,0,1084
2024-11-01,2024-12-14,Saturday,ANK,IZM,Turkish Airlines,43,07:15,Business,1,1949
2024-02-08,2024-03-23,Saturday,IZM,ESB,Turkish Airlines,44,09:30,Economy,0,801
2024-06-28,2024-08-24,Saturday,AYT,IST,SunExpress,57,07:30,Economy,0,838
2024-02-03,2024-02-10,Saturday,IZM,IST,Pegasus,7,02:30,Economy,1,901
2024-05-02,2024-06-10,Monday,ADB,IZM,AnadoluJet,39,02:30,Business,1,1970
2024-07-02,2024-08-11,Sunday,IST,ADB,Turkish Airlines,40,19:15,Business,0,2093
2024-07-27,2024-09-04,Wednesday,ADB,IZM,Pegasus,39,03:45,Economy,0,955
2024-02-08,2024-02-28,Wednesday,ADB,ESB,Turkish Airlines,20,12:45,Economy,0,1074
2024-11-07,2024-12-29,Sunday,AYT,ADB,AnadoluJet,52,16:15,Economy,0,802
2024-03-23,2024-05-09,Thursday,IZM,ADB,Pegasus,47,05:15,Economy,0,792
2024-05-10,2024-07-09,Tuesday,ADB,AYT,AnadoluJet,60,18:30,Economy,0,750
2024-11-20,2024-12-29,Sunday,ADB,ESB,Turkish Airlines,39,06:45,Economy,0,951
2024-03-01,2024-03-24,Sunday,IZM,IST,AnadoluJet,23,23:30,Economy,0,969
2024-01-10,2024-02-27,Tuesday,ANK,IST,SunExpress,48,12:30,Business,0,2126
2024-03-08,2024-03-17,Sunday,ANK,ADB,Turkish Airlines,9,19:00,Economy,0,1070
2024-09-01,2024-10-08,Tuesday,ESB,IST,Turkish Airlines,37,06:00,Economy,0,967
2024-09-27,2024-11-21,Thursday,IZM,ADB,Turkish Airlines,55,20:45,Economy,0,912
2023-12-05,2024-02-03,Saturday,ESB,AYT,AnadoluJet,60,11:00,Economy,0,861
2024-11-10,2024-12-12,Thursday,ADB,IST,Pegasus,32,13:45,Economy,0,917
2024-10-14,2024-11-08,Friday,ESB,IZM,Turkish Airlines,25,22:00,Economy,1,783
2023-12-09,2024-01-19,Friday,IST,IZM,Turkish Airlines,41,20:00,Economy,0,873
2024-01-25,2024-02-25,Sunday,AYT,IZM,AnadoluJet,31,10:30,Economy,0,951
2024-08-08,2024-08-27,Tuesday,IST,ESB,SunExpress,19,10:45,Economy,0,1022
2024-06-27,2024-07-10,Wednesday,ADB,IST,Turkish Airlines,13,10:30,Economy,0,1008
2024-04-26,2024-06-05,Wednesday,ESB,IST,Turkish Airlines,40,13:30,Economy,1,815
2024-10-26,2024-11-04,Monday,IST,AYT,AnadoluJet,9,18:30,Economy,0,1155
2024-05-21,2024-06-07,Friday,IST,ADB,Pegasus,17,21:15,Economy,1,939
2024-03-09,2024-04-02,Tuesday,ADB,ESB,Turkish Airlines,24,11:00,Economy,0,997
2024-04-22,2024-05-09,Thursday,AYT,IST,Pegasus,17,21:15,Economy,0,1090
2024-03-23,2024-05-02,Thursday,ANK,IZM,Turkish Airlines,40,12:15,Economy,0,825
2024-06-01,2024-06-27,Thursday,ADB,ANK,Pegasus,26,11:15,Economy,0,1033
2024-04-29,2024-05-12,Sunday,ANK,ESB,Turkish Airlines,13,21:15,Economy,1,786
2024-11-08,2024-12-13,Friday,IST,ESB,AnadoluJet,35,17:00,Economy,0,894
2024-01-16,2024-02-07,Wednesday,ADB,IZM,Turkish Airlines,22,10:00,Business,0,2119
2024-10-02,2024-10-11,Friday,ANK,ESB,Pegasus,9,21:45,Economy,0,1087
2024-08-23,2024-09-15,Sunday,ADB,ANK,Turkish Airlines,23,17:00,Economy,0,1025
2024-09-01,2024-10-31,Thursday,ANK,IST,AnadoluJet,60,10:45,Business,0,1907
2024-07-05,2024-09-01,Sunday,ANK,ADB,Turkish Airlines,58,02:00,Business,0,1910
2024-01-22,2024-03-07,Thursday,ADB,ESB,Pegasus,45,04:45,Business,0,2015
2024-08-23,2024-09-24,Tuesday,IZM,ANK,AnadoluJet,32,02:15,Economy,1,782
2024-07-12,2024-08-20,Tuesday,AYT,IZM,Pegasus,39,09:15,Economy,0,880
2024-08-06,2024-09-29,Sunday,ESB,AYT,Pegasus,54,22:45,Economy,1,603
2024-01-12,2024-02-27,Tuesday,IZM,AYT,Turkish Airlines,46,19:15,Economy,0,780
2024-07-22,2024-09-17,Tuesday,ANK,AYT,AnadoluJet,57,06:00,Economy,0,742
2024-04-05,2024-05-19,Sunday,IZM,ADB,Pegasus,44,06:15,Economy,0,875
2024-10-08,2024-11-10,Sunday,IZM,ANK,Turkish Airlines,33,19:00,Economy,0,955
2024-05-17,2024-07-08,Monday,AYT,IST,Pegasus,52,11:00,Economy,0,841
2024-11-27,2024-12-30,Monday,AYT,IZM,SunExpress,33,20:00,Economy,0,860
2024-01-05,2024-02-29,Thursday,IST,ADB,SunExpress,55,10:45,Economy,0,823
2024-01-31,2024-03-28,Thursday,AYT,ADB,SunExpress,57,23:45,Economy,0,897
2024-07-16,2024-09-13,Friday,IZM,ESB,SunExpress,59,21:30,Economy,1,701
2024-01-06,2024-01-18,Thursday,AYT,IST,Turkish Airlines,12,17:45,Economy,0,1038
2024-06-29,2024-07-06,Saturday,IST,ADB,Pegasus,7,05:30,Economy,0,1153
2024-10-06,2024-10-26,Saturday,IST,IZM,SunExpress,20,23:15,Economy,0,1028
2024-02-21,2024-03-11,Monday,ESB,AYT,Pegasus,19,20:30,Economy,0,997
2023-11-28,2024-01-04,Thursday,IST,ESB,SunExpress,37,11:30,Economy,0,942
2023-12-31,2024-02-15,Thursday,IZM,ESB,SunExpress,46,07:00,Economy,0,900
2024-01-30,2024-03-17,Sunday,IST,IZM,SunExpress,47,20:45,Economy,0,798
2023-11-17,2024-01-02,Tuesday,AYT,IST,Turkish Airlines,46,12:30,Business,0,2075
2024-04-19,2024-04-25,Thursday,ANK,ADB,SunExpress,6,16:15,Economy,0,1085
2024-11-02,2024-11-07,Thursday,IST,AYT,Turkish Airlines,5,19:15,Economy,0,1138
2024-04-17,2024-06-12,Wednesday,IZM,ADB,AnadoluJet,56,14:45,Economy,0,736
2024-06-10,2024-08-05,Monday,ESB,IZM,SunExpress,56,08:45,Economy,1,583
2024-10-29,2024-12-07,Saturday,AYT,ADB,Pegasus,39,08:30,Economy,0,932
2024-07-15,2024-08-24,Saturday,AYT,IST,AnadoluJet,40,18:15,Economy,0,971
2024-08-15,2024-09-19,Thursday,ADB,IZM,AnadoluJet,35,12:45,Economy,0,837
2024-08-06,2024-08-15,Thursday,IST,AYT,AnadoluJet,9,03:00,Economy,0,990
2024-08-10,2024-10-02,Wednesday,ESB,AYT,SunExpress,53,00:15,Business,0,1952
2024-06-27,2024-07-21,Sunday,IST,ADB,SunExpress,24,06:00,Economy,0,963
2024-07-10,2024-09-08,Sunday,ANK,ADB,Pegasus,60,00:45,Economy,0,776
2023-12-19,2024-01-25,Thursday,AYT,ADB,AnadoluJet,37,19:45,Economy,0,910
2024-01-17,2024-03-12,Tuesday,IZM,ADB,AnadoluJet,55,16:00,Economy,0,922
2024-06-12,2024-08-02,Friday,ADB,ANK,Turkish Airlines,51,11:15,Economy,0,917
2024-06-13,2024-07-16,Tuesday,AYT,ANK,Pegasus,33,22:00,Economy,0,891
2024-02-18,2024-04-05,Friday,IZM,IST,Turkish Airlines,47,06:30,Economy,0,895
2024-06-19,2024-07-28,Sunday,IST,ESB,AnadoluJet,39,17:00,Economy,1,780
2024-10-10,2024-11-14,Thursday,AYT,ANK,AnadoluJet,35,13:00,Economy,1,833
2024-03-09,2024-03-10,Sunday,ANK,IZM,Pegasus,1,02:00,Economy,0,1042
2024-08-09,2024-08-31,Saturday,ESB,IZM,Pegasus,22,15:45,Economy,0,936
2024-06-22,2024-07-01,Monday,IST,ADB,Turkish Airlines,9,04:00,Economy,0,1045
2024-03-28,2024-03-29,Friday,ESB,ADB,Pegasus,1,04:15,Economy,0,1136
2024-04-04,2024-04-20,Saturday,IZM,ESB,Pegasus,16,12:15,Economy,1,833
2024-09-30,2024-10-06,Sunday,ESB,IST,Pegasus,6,13:15,Economy,0,1131
2024-05-29,2024-07-18,Thursday,ANK,AYT,SunExpress,50,05:15,Economy,0,768
2024-07-07,2024-09-01,Sunday,IZM,ESB,Turkish Airlines,56,19:00,Economy,1,667
2023-11-23,2024-01-14,Sunday,IST,IZM,Pegasus,52,12:00,Economy,0,798
2024-05-03,2024-05-30,Thursday,AYT,IST,AnadoluJet,27,06:30,Business,0,2135
2024-05-13,2024-05-21,Tuesday,ADB,AYT,Pegasus,8,10:45,Economy,0,1005
2024-01-04,2024-03-03,Sunday,AYT,IST,SunExpress,59,10:15,Economy,0,844
2024-08-08,2024-09-05,Thursday,ADB,IZM,SunExpress,28,12:15,Economy,0,919
2024-02-22,2024-04-19,Friday,ESB,ADB,AnadoluJet,57,11:30,Business,0,1966
2024-03-04,2024-04-04,Thursday,ADB,AYT,Pegasus,31,02:15,Economy,1,768
2024-03-16,2024-03-30,Saturday,AYT,ANK,Turkish Airlines,14,05:15,Economy,0,1110
2024-06-29,2024-08-12,Monday,IZM,IST,AnadoluJet,44,02:00,Economy,1,667
2024-09-06,2024-09-30,Monday,ESB,ADB,SunExpress,24,09:30,Economy,0,912
2024-10-09,2024-11-20,Wednesday,ANK,IST,Pegasus,42,16:45,Economy,0,903
2024-07-20,2024-08-02,Friday,ESB,ANK,Turkish Airlines,13,21:00,Economy,0,1049
2024-02-21,2024-04-05,Friday,ESB,IST,Turkish Airlines,44,10:00,Economy,0,931
2024-05-22,2024-05-31,Friday,ANK,IST,Pegasus,9,05:00,Business,0,2311
2024-02-12,2024-02-26,Monday,AYT,ESB,AnadoluJet,14,18:00,Economy,0,999
2024-06-23,2024-07-23,Tuesday,AYT,ADB,SunExpress,30,22:30,Economy,0,896
2024-04-06,2024-04-28,Sunday,ESB,AYT,Turkish Airlines,22,12:00,Economy,0,1067
2024-03-04,2024-04-10,Wednesday,IZM,IST,Turkish Airlines,37,04:15,Economy,0,870
2023-12-31,2024-01-06,Saturday,IST,IZM,Turkish Airlines,6,23:00,Economy,1,914
2024-07-02,2024-07-21,Sunday,ANK,IST,Pegasus,19,14:15,Economy,0,908
2024-09-02,2024-10-29,Tuesday,ESB,ANK,Pegasus,57,03:45,Economy,0,854
2024-07-06,2024-08-24,Saturday,ESB,ANK,Pegasus,49,20:15,Business,1,1917
2024-05-08,2024-06-29,Saturday,ESB,ADB,Pegasus,52,05:00,Economy,1,740
2024-08-29,2024-10-04,Friday,AYT,ADB,Pegasus,36,15:30,Economy,0,971
2023-12-26,2024-02-22,Thursday,ANK,AYT,Turkish Airlines,58,15:30,Economy,0,884
2024-01-08,2024-02-26,Monday,ESB,ADB,SunExpress,49,02:30,Economy,0,799
2024-01-09,2024-01-13,Saturday,ESB,IST,Turkish Airlines,4,12:15,Economy,0,1109
2024-05-29,2024-07-24,Wednesday,IZM,ANK,Turkish Airlines,56,02:45,Economy,0,898
2023-12-19,2024-01-19,Friday,AYT,IZM,AnadoluJet,31,07:45,Economy,0,1039
2024-11-28,2024-12-10,Tuesday,ESB,IST,Turkish Airlines,12,01:15,Economy,0,976
2024-02-28,2024-04-16,Tuesday,IZM,ADB,Pegasus,48,01:45,Business,0,2062
2024-06-28,2024-07-15,Monday,ESB,IST,Pegasus,17,19:00,Business,0,2140
2024-03-12,2024-04-05,Friday,ESB,ANK,SunExpress,24,01:30,Economy,0,1009
2023-12-27,2024-01-28,Sunday,AYT,IST,Turkish Airlines,32,19:15,Economy,0,913
2024-12-04,2024-12-22,Sunday,IZM,ADB,SunExpress,18,12:15,Business,0,2232
2024-04-28,2024-05-09,Thursday,AYT,ANK,AnadoluJet,11,12:00,Economy,0,1143
2024-05-01,2024-06-20,Thursday,ANK,IST,SunExpress,50,05:30,Economy,0,885
2024-09-15,2024-10-08,Tuesday,ESB,ANK,Turkish Airlines,23,22:00,Economy,0,1026
2024-01-15,2024-03-05,Tuesday,ESB,ADB,Pegasus,50,03:15,Economy,0,843
2024-07-03,2024-07-21,Sunday,IZM,ADB,Pegasus,18,20:45,Economy,0,1104
2023-12-03,2024-01-15,Monday,ANK,ESB,Turkish Airlines,43,21:45,Business,1,1854
2024-01-31,2024-03-27,Wednesday,IZM,ANK,Pegasus,56,07:15,Economy,1,597
2024-01-07,2024-02-04,Sunday,AYT,ESB,AnadoluJet,28,10:00,Economy,0,866
2024-02-22,2024-04-02,Tuesday,IZM,ESB,Turkish Airlines,40,23:00,Economy,0,957
2024-11-05,2024-12-27,Friday,IST,ESB,Pegasus,52,05:15,Economy,0,839
2024-01-28,2024-02-05,Monday,ANK,IZM,Turkish Airlines,8,08:15,Economy,0,1134
2023-12-14,2024-01-26,Friday,ADB,ESB,Pegasus,43,19:30,Economy,1,785
2024-06-28,2024-08-11,Sunday,AYT,ADB,Turkish Airlines,44,22:00,Economy,0,925
2024-06-03,2024-06-22,Saturday,ESB,ADB,SunExpress,19,16:45,Economy,0,1044
2024-05-12,2024-06-22,Saturday,IST,ADB,AnadoluJet,41,19:30,Economy,1,720
2024-06-05,2024-06-30,Sunday,ANK,ADB,Pegasus,25,16:15,Economy,0,965
2024-09-14,2024-10-24,Thursday,IST,IZM,Pegasus,40,23:00,Economy,0,811
2024-06-27,2024-08-04,Sunday,IZM,ANK,Turkish Airlines,38,06:00,Economy,0,965
2024-09-01,2024-09-01,Sunday,ADB,IZM,AnadoluJet,0,08:00,Economy,1,898
2023-12-03,2024-01-24,Wednesday,IZM,ADB,SunExpress,52,06:30,Economy,0,905
2024-02-20,2024-03-07,Thursday,ESB,AYT,Turkish Airlines,16,07:30,Business,1,2080
2024-05-04,2024-05-05,Sunday,ANK,ESB,Pegasus,1,01:15,Economy,0,1178
2024-02-17,2024-03-19,Tuesday,IZM,IST,Pegasus,31,19:00,Economy,0,952
2024-01-01,2024-01-17,Wednesday,IST,AYT,SunExpress,16,01:30,Economy,0,933
2024-03-09,2024-03-14,Thursday,IST,IZM,AnadoluJet,5,08:30,Economy,0,1170
2024-04-09,2024-04-15,Monday,ANK,ESB,Turkish Airlines,6,08:45,Economy,1,976
2024-06-28,2024-06-28,Friday,ESB,IZM,SunExpress,0,12:30,Business,0,2294
2024-10-13,2024-10-20,Sunday,ANK,ESB,SunExpress,7,15:00,Economy,0,1082
2024-01-20,2024-01-21,Sunday,AYT,ADB,AnadoluJet,1,22:00,Economy,0,1058
2024-07-12,2024-08-19,Monday,ANK,ADB,Turkish Airlines,38,01:00,Economy,0,846
2023-11-10,2024-01-04,Thursday,ADB,IZM,Pegasus,55,08:45,Business,0,1925
2024-11-21,2024-12-06,Friday,IST,IZM,SunExpress,15,17:00,Economy,0,995
2024-07-24,2024-09-15,Sunday,AYT,ADB,Pegasus,53,14:00,Economy,0,935
2024-07-18,2024-08-08,Thursday,IZM,ADB,Turkish Airlines,21,02:15,Economy,0,899
2024-08-31,2024-09-21,Saturday,ESB,AYT,Turkish Airlines,21,03:15,Economy,0,898
2024-06-09,2024-06-16,Sunday,AYT,IST,Turkish Airlines,7,04:15,Economy,0,1105
2024-11-07,2024-11-08,Friday,ESB,IZM,SunExpress,1,02:00,Economy,0,1024
2024-04-01,2024-05-28,Tuesday,IST,ANK,SunExpress,57,20:15,Economy,0,717
2024-04-27,2024-05-29,Wednesday,ADB,ESB,SunExpress,32,08:00,Economy,0,992
2024-02-11,2024-03-24,Sunday,ESB,ADB,AnadoluJet,42,08:45,Economy,0,981
2024-07-19,2024-07-21,Sunday,IZM,ANK,Turkish Airlines,2,11:45,Economy,0,1011
2024-10-19,2024-11-20,Wednesday,AYT,ADB,Turkish Airlines,32,23:15,Economy,0,904
2023-12-29,2024-02-10,Saturday,IST,ANK,AnadoluJet,43,15:00,Economy,0,835
2024-04-10,2024-05-02,Thursday,IZM,ANK,Turkish Airlines,22,05:45,Economy,0,924
